movieId,movie_title,genres,release_year,avg_rating,num_rating,imdbId,tmdbId
60,"Indian in the Cupboard, The",Adventure|Children|Fantasy,1995,3.24,34,113419,11359.0
61,Eye for an Eye,Drama|Thriller,1996,3.75,6,116260,17182.0
62,Mr. Holland's Opus,Drama,1995,3.71,80,113862,2054.0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,1996,2.71,7,116126,10607.0
64,Two if by Sea,Comedy|Romance,1996,2.2,5,118002,19760.0
65,Bio-Dome,Comedy,1996,2.53,31,115683,9536.0
66,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,1996,2.5,9,116839,11525.0
68,French Twist,Comedy|Romance,1995,3.4,5,113149,4482.0
69,Friday,Comedy,1995,3.77,20,113118,10634.0
70,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,1996,3.51,55,116367,755.0
71,Fair Game,Action,1995,1.7,5,113010,11859.0
72,Kicking and Screaming,Comedy|Drama,1995,3.21,7,113537,28387.0
73,"Misérables, Les",Drama|War,1995,3.46,13,113828,48750.0
74,Bed of Roses,Drama|Romance,1996,4.0,8,115644,20927.0
75,Big Bully,Comedy|Drama,1996,2.2,5,115676,36929.0
76,Screamers,Action|Sci-Fi|Thriller,1995,3.4,15,114367,9102.0
77,Nico Icon,Documentary,1995,4.0,1,113973,124626.0
78,"Crossing Guard, The",Action|Crime|Drama|Thriller,1995,3.33,3,112744,27526.0
79,"Juror, The",Drama|Thriller,1996,2.76,17,116731,9623.0
80,"White Balloon, The",Children|Drama,1995,4.0,2,112445,46785.0
81,Things to Do in Denver When You're Dead,Crime|Drama|Romance,1995,3.11,14,114660,400.0
82,Antonia's Line,Comedy|Drama,1995,3.88,8,112379,880.0
83,Once Upon a Time... When We Were Colored,Drama|Romance,1995,3.0,1,114039,146599.0
85,Angels and Insects,Drama|Romance,1995,3.86,7,112365,8447.0
86,White Squall,Action|Adventure|Drama,1996,3.97,15,118158,10534.0
87,Dunston Checks In,Children|Comedy,1996,2.5,7,116151,17414.0
88,Black Sheep,Comedy,1996,3.16,16,115697,13997.0
89,Nick of Time,Action|Thriller,1995,3.25,10,113972,2086.0
92,Mary Reilly,Drama|Horror|Thriller,1996,2.62,8,117002,9095.0
93,Vampire in Brooklyn,Comedy|Horror|Romance,1995,2.83,9,114825,12158.0
94,Beautiful Girls,Comedy|Drama|Romance,1996,3.95,10,115639,9283.0
95,Broken Arrow,Action|Adventure|Thriller,1996,3.02,84,115759,9208.0
96,In the Bleak Midwinter,Comedy|Drama,1995,3.5,1,113403,40154.0
97,Hate,Crime|Drama,1995,3.9,10,113247,406.0
99,Heidi Fleiss: Hollywood Madam,Documentary,1995,5.0,2,113283,63076.0
100,City Hall,Drama|Thriller,1996,2.79,14,115907,11062.0
101,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996,3.78,23,115734,13685.0
102,Mr. Wrong,Comedy,1996,2.4,5,117102,47475.0
103,Unforgettable,Mystery|Sci-Fi|Thriller,1996,3.0,3,118040,2045.0
104,Happy Gilmore,Comedy,1996,3.44,99,116483,9614.0
105,"Bridges of Madison County, The",Drama|Romance,1995,3.28,23,112579,688.0
106,Nobody Loves Me,Comedy|Drama,1994,4.0,1,110251,11907.0
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996,3.33,26,117110,10874.0
108,Catwalk,Documentary,1996,4.0,1,112646,89333.0
110,Braveheart,Action|Drama|War,1995,4.03,237,112573,197.0
111,Taxi Driver,Crime|Drama|Thriller,1976,4.11,104,75314,103.0
112,Rumble in the Bronx,Action|Adventure|Comedy|Crime,1995,3.54,46,113326,33542.0
113,Before and After,Drama|Mystery,1996,3.33,3,115645,43566.0
116,Anne Frank Remembered,Documentary,1995,3.9,5,112373,51352.0
117,"Young Poisoner's Handbook, The",Crime|Drama,1995,3.0,1,115033,16934.0
118,If Lucy Fell,Comedy|Romance,1996,2.5,2,116606,10324.0
119,"Steal Big, Steal Little",Comedy,1995,3.0,2,114536,78406.0
121,"Boys of St. Vincent, The",Drama,1992,4.0,2,106473,32119.0
122,Boomerang,Comedy|Romance,1992,2.66,16,103859,11066.0
123,Chungking Express,Drama|Mystery|Romance,1994,4.38,4,109424,11104.0
125,Flirting With Disaster,Comedy,1996,3.58,12,116324,2074.0
126,"NeverEnding Story III, The",Adventure|Children|Fantasy,1994,2.0,7,110647,27793.0
128,Jupiter's Wife,Documentary,1994,3.0,1,110217,290157.0
129,Pie in the Sky,Comedy|Romance,1996,2.0,1,114131,110972.0
132,Jade,Thriller,1995,2.83,6,113451,11863.0
135,Down Periscope,Comedy,1996,2.95,31,116130,9101.0
137,Man of the Year,Documentary,1995,3.0,1,113756,5757.0
140,Up Close and Personal,Drama|Romance,1996,3.5,16,118055,9302.0
141,"Birdcage, The",Comedy,1996,3.49,86,115685,11000.0
144,"Brothers McMullen, The",Comedy,1995,3.33,12,112585,16388.0
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995,3.25,51,112442,9737.0
146,"Amazing Panda Adventure, The",Adventure|Children,1995,3.33,3,112342,30765.0
147,"Basketball Diaries, The",Drama,1995,3.47,15,112461,10474.0
148,"Awfully Big Adventure, An",Drama,1995,5.0,1,112427,22279.0
149,Amateur,Crime|Drama|Thriller,1994,2.0,1,109093,30157.0
150,Apollo 13,Adventure|Drama|IMAX,1995,3.85,201,112384,568.0
151,Rob Roy,Action|Drama|Romance|War,1995,3.55,44,114287,11780.0
152,"Addiction, The",Drama|Horror,1995,1.5,2,112288,34996.0
153,Batman Forever,Action|Adventure|Comedy|Crime,1995,2.92,137,112462,414.0
154,Beauty of the Day,Drama,1967,3.88,12,61395,649.0
155,Beyond Rangoon,Adventure|Drama|War,1995,2.42,6,112495,1873.0
156,Blue in the Face,Comedy|Drama,1995,3.33,3,112541,5894.0
157,Canadian Bacon,Comedy|War,1995,2.86,11,109370,1775.0
158,Casper,Adventure|Children,1995,2.81,62,112642,8839.0
159,Clockers,Crime|Drama|Mystery,1995,2.89,14,112688,20649.0
160,Congo,Action|Adventure|Mystery|Sci-Fi,1995,2.88,57,112715,10329.0
161,Crimson Tide,Drama|Thriller|War,1995,3.64,103,112740,8963.0
162,Crumb,Documentary,1994,4.21,17,109508,26564.0
163,Desperado,Action|Romance|Western,1995,3.56,66,112851,8068.0
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995,3.32,14,112857,8512.0
165,Die Hard: With a Vengeance,Action|Crime|Thriller,1995,3.56,144,112864,1572.0
166,"Doom Generation, The",Comedy|Crime|Drama,1995,2.83,3,112887,13552.0
168,First Knight,Action|Drama|Romance,1995,3.08,54,113071,6520.0
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995,2.4,10,113114,9073.0
170,Hackers,Action|Adventure|Crime|Thriller,1995,3.23,35,113243,10428.0
171,Jeffrey,Comedy|Drama,1995,3.83,6,113464,17447.0
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995,2.68,53,113481,9886.0
173,Judge Dredd,Action|Crime|Sci-Fi,1995,2.67,62,113492,9482.0
174,Jury Duty,Comedy,1995,2.7,10,113500,19326.0
175,Kids,Drama,1995,3.98,20,113540,9344.0
176,Living in Oblivion,Comedy,1995,4.31,13,113677,9071.0
177,Lord of Illusions,Horror,1995,2.75,8,113690,8973.0
178,Love & Human Remains,Comedy|Drama,1993,1.0,1,107447,15730.0
179,Mad Love,Drama|Romance,1995,1.5,2,113729,47608.0
180,Mallrats,Comedy|Romance,1995,3.4,36,113749,2293.0
181,Mighty Morphin Power Rangers: The Movie,Action|Children,1995,2.26,17,113820,9070.0
183,Mute Witness,Comedy|Horror|Thriller,1994,3.5,2,110604,48787.0
184,Nadja,Drama,1994,3.5,2,110620,34574.0
185,"Net, The",Action|Crime|Thriller,1995,3.04,112,113957,1642.0
186,Nine Months,Comedy|Romance,1995,2.82,48,113986,11472.0
187,Party Girl,Comedy,1995,4.12,4,114095,36196.0
188,"Prophecy, The",Fantasy|Horror|Mystery,1995,3.46,12,114194,11980.0
189,Reckless,Comedy|Fantasy,1995,3.0,1,114241,58372.0
190,Safe,Thriller,1995,2.8,5,114323,32646.0
191,"Scarlet Letter, The",Drama|Romance,1995,2.42,6,114345,10533.0
193,Showgirls,Drama,1995,2.47,35,114436,10802.0
194,Smoke,Comedy|Drama,1995,3.67,18,114478,10149.0
195,Something to Talk About,Comedy|Drama|Romance,1995,3.1,10,114496,18402.0
196,Species,Horror|Sci-Fi,1995,2.67,45,114508,9348.0
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,3.25,28,114558,281.0
199,"Umbrellas of Cherbourg, The",Drama|Musical|Romance,1964,4.12,4,58450,5967.0
201,Three Wishes,Drama|Fantasy,1995,3.0,1,114663,47939.0
202,Total Eclipse,Drama|Romance,1995,3.0,1,114702,36834.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995,3.43,22,114682,9090.0
204,Under Siege 2: Dark Territory,Action,1995,2.72,30,114781,3512.0
205,Unstrung Heroes,Comedy|Drama,1995,3.17,9,114798,52856.0
206,Unzipped,Documentary,1995,3.0,2,114805,77350.0
207,"Walk in the Clouds, A",Drama|Romance,1995,3.43,21,114887,9560.0
208,Waterworld,Action|Adventure|Sci-Fi,1995,2.91,115,114898,9804.0
209,White Man's Burden,Drama,1995,3.17,3,114928,31611.0
210,Wild Bill,Western,1995,3.0,4,114938,65796.0
211,"Browning Version, The",Drama,1994,3.5,2,109340,49805.0
212,Bushwhacked,Adventure|Comedy|Crime|Mystery,1995,3.0,3,112602,26258.0
213,Burnt by the Sun,Drama,1994,3.83,6,111579,50797.0
214,Before the Rain,Drama|War,1994,4.0,2,110882,19155.0
215,Before Sunrise,Drama|Romance,1995,4.04,24,112471,76.0
216,Billy Madison,Comedy,1995,3.33,49,112508,11017.0
217,"Babysitter, The",Drama|Thriller,1995,2.33,6,112438,37141.0
218,Boys on the Side,Comedy|Drama,1995,3.43,14,112571,9382.0
219,"Cure, The",Drama,1995,3.0,1,112757,6715.0
220,Castle Freak,Horror,1995,3.0,1,112643,18256.0
222,Circle of Friends,Drama|Romance,1995,3.75,16,112679,22625.0
223,Clerks,Comedy,1994,3.86,104,109445,2292.0
224,Don Juan DeMarco,Comedy|Drama|Romance,1995,3.61,40,112883,1909.0
225,Disclosure,Drama|Thriller,1994,3.54,52,109635,8984.0
227,Drop Zone,Action|Thriller,1994,2.86,22,109676,4954.0
228,Destiny Turns on the Radio,Comedy,1995,2.33,3,112854,62488.0
229,Death and the Maiden,Drama|Thriller,1994,3.43,7,109579,10531.0
230,Dolores Claiborne,Drama|Thriller,1995,3.4,24,109642,11929.0
231,Dumb & Dumber,Adventure|Comedy,1994,3.06,133,109686,8467.0
232,Eat Drink Man Woman,Comedy|Drama|Romance,1994,3.89,14,111797,10451.0
233,Exotica,Drama,1994,3.5,12,109759,20156.0
234,Exit to Eden,Comedy,1994,2.59,17,109758,18395.0
235,Ed Wood,Comedy|Drama,1994,3.68,70,109707,522.0
236,French Kiss,Action|Comedy|Romance,1995,3.48,45,113117,397.0
237,Forget Paris,Comedy|Romance,1995,3.34,22,113097,10525.0
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,1995,4.0,2,113028,27985.0
239,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995,3.0,17,113198,15789.0
240,Hideaway,Thriller,1995,2.38,4,113303,27303.0
241,Fluke,Children|Drama,1995,4.0,1,113089,21183.0
242,Farinelli: il castrato,Drama|Musical,1994,3.6,5,109771,10954.0
243,Gordy,Children|Comedy|Fantasy,1995,3.0,1,113199,47867.0
246,Hoop Dreams,Documentary,1994,4.29,29,110057,14275.0
247,Heavenly Creatures,Crime|Drama,1994,3.93,21,110005,1024.0
248,Houseguest,Comedy,1994,3.18,17,110066,17207.0
249,Immortal Beloved,Drama|Romance,1994,3.72,18,110116,13701.0
250,Heavyweights,Children|Comedy,1995,2.5,6,110006,14819.0
251,"Hunted, The",Action,1995,3.0,3,113360,32631.0
252,I.Q.,Comedy|Romance,1994,3.45,43,110099,11777.0
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994,3.46,109,110148,628.0
254,Jefferson in Paris,Drama,1995,3.0,1,113463,87729.0
255,"Jerky Boys, The",Comedy,1995,2.07,7,110189,18713.0
256,Junior,Comedy|Sci-Fi,1994,2.83,35,110216,6280.0
257,Just Cause,Mystery|Thriller,1995,3.5,14,113501,9061.0
258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995,2.6,10,113538,37108.0
259,Kiss of Death,Crime|Drama|Thriller,1995,3.2,5,113552,6071.0
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977,4.23,251,76759,11.0
261,Little Women,Drama,1994,3.88,42,110367,9587.0
262,"Little Princess, A",Children|Drama,1995,3.9,21,113670,19101.0
263,Ladybird Ladybird,Drama,1994,4.0,1,110296,49980.0
265,Like Water for Chocolate,Drama|Fantasy|Romance,1992,3.94,33,103994,18183.0
266,Legends of the Fall,Drama|Romance|War|Western,1994,3.4,68,110322,4476.0
267,Major Payne,Comedy,1995,2.94,17,110443,11008.0
269,My Crazy Life,Drama,1993,3.0,2,107566,32325.0
270,Love Affair,Drama|Romance,1994,3.4,5,110391,43742.0
271,Losing Isaiah,Drama,1995,3.5,4,113691,28313.0
272,"Madness of King George, The",Comedy|Drama,1994,3.76,31,110428,11318.0
273,Mary Shelley's Frankenstein,Drama|Horror|Sci-Fi,1994,2.95,28,109836,3036.0
274,Man of the House,Comedy,1995,2.93,7,113755,40490.0
275,Mixed Nuts,Comedy,1994,2.0,6,110538,24070.0
276,Milk Money,Comedy|Romance,1994,3.25,22,110516,8986.0
277,Miracle on 34th Street,Drama,1994,3.22,38,110527,10510.0
278,Miami Rhapsody,Comedy,1995,1.5,2,113808,17402.0
279,My Family,Drama,1995,3.0,2,113896,38722.0
280,Murder in the First,Drama|Thriller,1995,4.08,13,113870,8438.0
281,Nobody's Fool,Comedy|Drama|Romance,1994,3.79,14,110684,11593.0
282,Nell,Drama,1994,3.34,40,110638,1945.0
283,New Jersey Drive,Crime|Drama,1995,3.67,3,113967,39310.0
284,New York Cop,Action|Crime,1993,4.5,1,117169,109560.0
285,Beyond Bedlam,Drama|Horror,1993,4.0,1,106402,56428.0
287,Nina Takes a Lover,Comedy|Romance,1994,3.0,1,110671,131957.0
288,Natural Born Killers,Action|Crime|Thriller,1994,3.23,92,110632,241.0
289,Only You,Comedy|Romance,1994,3.56,8,110737,9058.0
290,Once Were Warriors,Crime|Drama,1994,4.04,14,110729,527.0
291,Poison Ivy II,Drama|Thriller,1996,2.33,3,114151,18220.0
292,Outbreak,Action|Drama|Sci-Fi|Thriller,1995,3.43,101,114069,6950.0
293,Léon: The Professional,Action|Crime|Drama|Thriller,1994,4.02,133,110413,101.0
294,"Perez Family, The",Comedy|Romance,1995,3.0,2,114113,63020.0
295,"Pyromaniac's Love Story, A",Comedy|Romance,1995,3.0,1,114210,2307.0
296,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994,4.2,307,110912,680.0
298,Pushing Hands,Drama,1992,2.0,1,105652,25296.0
299,Priest,Drama,1994,4.0,4,110889,40156.0
300,Quiz Show,Drama,1994,3.52,81,110932,11450.0
301,Picture Bride,Drama|Romance,1994,4.0,1,114129,30304.0
302,Queen Margot,Drama|Romance,1994,3.2,5,110963,10452.0
303,"Quick and the Dead, The",Action|Thriller|Western,1995,2.95,32,114214,12106.0
304,Roommates,Comedy|Drama,1995,3.67,3,114296,161495.0
305,Ready to Wear,Comedy,1994,2.83,9,110907,3586.0
306,Three Colors: Red,Drama,1994,4.22,16,111495,110.0
307,Three Colors: Blue,Drama,1993,3.9,24,108394,108.0
308,Three Colors: White,Comedy|Drama,1994,4.03,20,111507,109.0
310,Rent-a-Kid,Comedy,1995,3.0,1,114268,36357.0
311,Relative Fear,Horror|Thriller,1994,3.0,1,110965,92769.0
312,Stuart Saves His Family,Comedy,1995,1.44,9,114571,28033.0
313,"Swan Princess, The",Animation|Children,1994,3.33,3,111333,22586.0
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994,3.75,16,111112,14334.0
315,"Specialist, The",Action|Drama|Thriller,1994,3.08,38,111255,2636.0
316,Stargate,Action|Adventure|Sci-Fi,1994,3.38,140,111282,2164.0
317,"Santa Clause, The",Comedy|Drama|Fantasy,1994,3.2,81,111070,11395.0
318,"Shawshank Redemption, The",Crime|Drama,1994,4.43,317,111161,278.0
319,Shallow Grave,Comedy|Drama|Thriller,1994,3.6,20,111149,9905.0
320,Suture,Film-Noir|Thriller,1993,3.0,1,108260,87078.0
321,Strawberry and Chocolate,Drama,1993,4.0,2,106966,12527.0
322,Swimming with Sharks,Comedy|Drama,1995,3.55,10,114594,20306.0
324,"Sum of Us, The",Comedy|Drama,1994,4.0,1,111309,36614.0
325,National Lampoon's Senior Trip,Comedy,1995,2.5,7,113936,27993.0
326,To Live,Drama,1994,4.0,3,110081,31439.0
327,Tank Girl,Action|Comedy|Sci-Fi,1995,2.82,34,114614,9067.0
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1995,3.15,10,114608,9059.0
329,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994,3.39,108,111280,193.0
330,Tales from the Hood,Action|Crime|Horror,1995,3.0,6,114609,25066.0
331,Tom & Viv,Drama,1994,3.0,2,111454,46797.0
332,Village of the Damned,Horror|Sci-Fi,1995,2.83,12,114852,12122.0
333,Tommy Boy,Comedy,1995,3.78,50,114694,11381.0
334,Vanya on 42nd Street,Drama,1994,4.2,5,111590,32636.0
335,Underneath,Mystery|Thriller,1995,3.5,2,114788,36141.0
336,"Walking Dead, The",Drama|War,1995,3.0,1,114888,95963.0
337,What's Eating Gilbert Grape,Drama,1993,3.77,77,108550,1587.0
338,Virtuosity,Action|Sci-Fi|Thriller,1995,2.84,19,114857,9271.0
339,While You Were Sleeping,Comedy|Romance,1995,3.47,98,114924,2064.0
340,"War, The",Adventure|Drama|War,1994,3.4,5,111667,19855.0
341,Double Happiness,Drama,1994,4.0,2,109655,60855.0
342,Muriel's Wedding,Comedy,1994,3.27,33,110598,236.0
343,"Baby-Sitters Club, The",Children,1995,2.9,5,112435,48287.0
344,Ace Ventura: Pet Detective,Comedy,1994,3.04,161,109040,3049.0
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994,3.6,36,109045,2759.0
346,Backbeat,Drama|Musical,1993,3.5,6,106339,12635.0
347,Bitter Moon,Drama|Film-Noir|Romance,1992,3.5,6,104779,10497.0
348,Bullets Over Broadway,Comedy,1994,3.58,30,109348,11382.0
349,Clear and Present Danger,Action|Crime|Drama|Thriller,1994,3.6,110,109444,9331.0
350,"Client, The",Drama|Mystery|Thriller,1994,3.39,57,109446,10731.0
351,"Corrina, Corrina",Comedy|Drama|Romance,1994,3.18,17,109484,10464.0
352,Crooklyn,Comedy|Drama,1994,2.5,2,109504,34152.0
353,"Crow, The",Action|Crime|Fantasy|Thriller,1994,3.61,64,109506,9495.0
354,Cobb,Drama,1994,3.33,6,109450,29973.0
355,"Flintstones, The",Children|Comedy|Fantasy,1994,2.36,42,109813,888.0
356,Forrest Gump,Comedy|Drama|Romance|War,1994,4.16,329,109830,13.0
357,Four Weddings and a Funeral,Comedy|Romance,1994,3.52,103,109831,712.0
358,Higher Learning,Drama,1995,2.67,9,113305,16295.0
359,I Like It Like That,Comedy|Drama|Romance,1994,3.0,1,110091,48992.0
360,I Love Trouble,Action|Comedy,1994,2.69,8,110093,10879.0
361,It Could Happen to You,Comedy|Drama|Romance,1994,3.06,17,110167,10660.0
362,"Jungle Book, The",Adventure|Children|Romance,1994,3.53,34,110213,10714.0
363,"Wonderful, Horrible Life of Leni Riefenstahl, The",Documentary,1993,4.0,2,107472,41647.0
364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994,3.94,172,110357,8587.0
365,Little Buddha,Drama,1993,3.25,4,107426,1689.0
366,Wes Craven's New Nightmare,Drama|Horror|Mystery|Thriller,1994,2.92,12,111686,11596.0
367,"Mask, The",Action|Comedy|Crime|Fantasy,1994,3.18,157,110475,854.0
368,Maverick,Adventure|Comedy|Western,1994,3.5,74,110478,9359.0
369,Mrs. Parker and the Vicious Circle,Drama,1994,4.0,2,110588,23333.0
370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,1994,3.06,58,110622,36593.0
371,"Paper, The",Comedy|Drama,1994,3.31,21,110771,12280.0
372,Reality Bites,Comedy|Drama|Romance,1994,2.76,21,110950,2788.0
373,Red Rock West,Thriller,1992,3.64,11,105226,10427.0
374,Richie Rich,Children|Comedy,1994,2.2,25,110989,11011.0
376,"River Wild, The",Action|Thriller,1994,3.25,40,110997,8987.0
377,Speed,Action|Romance|Thriller,1994,3.53,171,111257,1637.0
378,Speechless,Comedy|Romance,1994,2.79,7,111256,15128.0
379,Timecop,Action|Sci-Fi|Thriller,1994,2.5,21,111438,8831.0
380,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994,3.5,178,111503,36955.0
381,When a Man Loves a Woman,Drama|Romance,1994,3.82,11,111693,10449.0
382,Wolf,Drama|Horror|Romance|Thriller,1994,3.16,16,111742,10395.0
383,Wyatt Earp,Western,1994,3.1,21,111756,12160.0
384,Bad Company,Action|Crime|Drama,1995,3.25,2,112443,40480.0
385,"Man of No Importance, A",Drama,1994,4.0,1,110455,52038.0
386,S.F.W.,Drama,1994,3.0,1,111048,29444.0
387,"Low Down Dirty Shame, A",Action|Comedy,1994,2.38,4,110399,26352.0
388,Boys Life,Drama,1995,3.0,2,112570,39953.0
389,"Colonel Chabert, Le",Drama|Romance|War,1994,4.5,2,109454,41580.0
390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1965,3.7,5,59170,315.0
391,Jason's Lyric,Crime|Drama,1994,4.5,1,110186,22067.0
393,Street Fighter,Action|Adventure|Fantasy,1994,2.5,10,111301,11667.0
405,Highlander III: The Sorcerer,Action|Fantasy,1994,2.42,12,110027,8011.0
406,Federal Hill,Drama,1994,3.0,1,109785,171857.0
407,In the Mouth of Madness,Horror|Thriller,1995,3.44,8,113409,2654.0
408,8 Seconds,Drama,1994,3.0,2,109021,18069.0
409,Above the Rim,Crime|Drama,1994,2.0,1,109035,19092.0
410,Addams Family Values,Children|Comedy|Fantasy,1993,3.1,84,106220,2758.0
412,"Age of Innocence, The",Drama,1993,3.5,15,106226,10436.0
413,Airheads,Comedy,1994,2.79,26,109068,13595.0
414,"Air Up There, The",Comedy,1994,2.33,6,109067,46094.0
415,Another Stakeout,Comedy|Thriller,1993,2.53,16,106292,9409.0
416,Bad Girls,Western,1994,2.5,8,109198,11853.0
417,Barcelona,Comedy|Romance,1994,3.69,13,109219,16771.0
418,Being Human,Drama,1993,3.0,2,106379,46924.0
419,"Beverly Hillbillies, The",Comedy,1993,2.67,20,106400,11041.0
420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,1994,2.72,59,109254,306.0
421,Black Beauty,Adventure|Children|Drama,1994,3.21,12,109279,14522.0
422,Blink,Thriller,1994,3.2,5,109297,26203.0
423,Blown Away,Action|Thriller,1994,2.85,10,109303,178.0
424,Blue Chips,Drama,1994,1.83,3,109305,19819.0
425,Blue Sky,Drama|Romance,1994,3.75,2,109306,57834.0
426,Body Snatchers,Horror|Sci-Fi|Thriller,1993,3.14,7,106452,4722.0
427,Boxing Helena,Drama|Mystery|Romance|Thriller,1993,2.54,12,106471,18215.0
428,"Bronx Tale, A",Drama,1993,3.72,18,106489,1607.0
429,Cabin Boy,Comedy,1994,2.0,6,109361,26391.0
430,Calendar Girl,Comedy|Drama,1993,3.75,2,106505,117553.0
431,Carlito's Way,Crime|Drama,1993,3.74,42,106519,6075.0
