movieId,imdbId,title,genres
537,113749,Mallrats (1995),Comedy|Romance
538,113820,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
6916,110604,Mute Witness (1994),Comedy|Horror|Thriller
9351,110620,Nadja (1994),Drama
539,113957,"Net, The (1995)",Action|Crime|Thriller
540,113986,Nine Months (1995),Comedy|Romance
828,114095,Party Girl (1995),Comedy
4876,114194,"Prophecy, The (1995)",Fantasy|Horror|Mystery
541,114241,Reckless (1995),Comedy|Fantasy
302,114323,Safe (1995),Thriller
542,114345,"Scarlet Letter, The (1995)",Drama|Romance
1023,114436,Showgirls (1995),Drama
2422,114478,Smoke (1995),Comedy|Drama
543,114496,Something to Talk About (1995),Comedy|Drama|Romance
544,114508,Species (1995),Horror|Sci-Fi
3000,114558,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
2505,58450,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
545,114663,Three Wishes (1995),Drama|Fantasy
9426,114702,Total Eclipse (1995),Drama|Romance
2423,114682,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
546,114781,Under Siege 2: Dark Territory (1995),Action
547,114798,Unstrung Heroes (1995),Comedy|Drama
7247,114805,Unzipped (1995),Documentary
548,114887,"Walk in the Clouds, A (1995)",Drama|Romance
549,114898,Waterworld (1995),Action|Adventure|Sci-Fi
550,114928,White Man's Burden (1995),Drama
551,114938,Wild Bill (1995),Western
2165,109340,"Browning Version, The (1994)",Drama
552,112602,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
4257,111579,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
3681,110882,Before the Rain (Pred dozhdot) (1994),Drama|War
303,112471,Before Sunrise (1995),Drama|Romance
11,112508,Billy Madison (1995),Comedy
553,112438,"Babysitter, The (1995)",Drama|Thriller
554,112571,Boys on the Side (1995),Comedy|Drama
555,112757,"Cure, The (1995)",Drama
9412,112643,Castle Freak (1995),Horror
304,112679,Circle of Friends (1995),Drama|Romance
12,109445,Clerks (1994),Comedy
556,112883,Don Juan DeMarco (1995),Comedy|Drama|Romance
557,109635,Disclosure (1994),Drama|Thriller
2545,109676,Drop Zone (1994),Action|Thriller
2506,112854,Destiny Turns on the Radio (1995),Comedy
5555,109579,Death and the Maiden (1994),Drama|Thriller
558,109642,Dolores Claiborne (1995),Drama|Thriller
13,109686,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
305,111797,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
4180,109759,Exotica (1994),Drama
559,109758,Exit to Eden (1994),Comedy
14,109707,Ed Wood (1994),Comedy|Drama
560,113117,French Kiss (1995),Action|Comedy|Romance
561,113097,Forget Paris (1995),Comedy|Romance
2139,113028,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
562,113198,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
563,113303,Hideaway (1995),Thriller
9554,113089,Fluke (1995),Children|Drama
5104,109771,Farinelli: il castrato (1994),Drama|Musical
564,113199,Gordy (1995),Children|Comedy|Fantasy
2424,110057,Hoop Dreams (1994),Documentary
306,110005,Heavenly Creatures (1994),Crime|Drama
565,110066,Houseguest (1994),Comedy
2432,110116,Immortal Beloved (1994),Drama|Romance
566,110006,Heavyweights (Heavy Weights) (1995),Children|Comedy
567,113360,"Hunted, The (1995)",Action
568,110099,I.Q. (1994),Comedy|Romance
465,110148,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
569,113463,Jefferson in Paris (1995),Drama
3217,110189,"Jerky Boys, The (1995)",Comedy
570,110216,Junior (1994),Comedy|Sci-Fi
571,113501,Just Cause (1995),Mystery|Thriller
572,113538,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
2652,113552,Kiss of Death (1995),Crime|Drama|Thriller
15,76759,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
466,110367,Little Women (1994),Drama
573,113670,"Little Princess, A (1995)",Children|Drama
9427,110296,Ladybird Ladybird (1994),Drama
307,103994,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
467,110322,Legends of the Fall (1994),Drama|Romance|War|Western
574,110443,Major Payne (1995),Comedy
5556,107566,My Crazy Life (Mi vida loca) (1993),Drama
575,110391,Love Affair (1994),Drama|Romance
576,113691,Losing Isaiah (1995),Drama
2070,110428,"Madness of King George, The (1994)",Comedy|Drama
577,109836,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
578,113755,Man of the House (1995),Comedy
5692,110538,Mixed Nuts (1994),Comedy
579,110516,Milk Money (1994),Comedy|Romance
580,110527,Miracle on 34th Street (1994),Drama
6482,113808,Miami Rhapsody (1995),Comedy
581,113896,My Family (1995),Drama
3051,113870,Murder in the First (1995),Drama|Thriller
582,110684,Nobody's Fool (1994),Comedy|Drama|Romance
583,110638,Nell (1994),Drama
4484,113967,New Jersey Drive (1995),Crime|Drama
8919,117169,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime
9413,106402,Beyond Bedlam (1993),Drama|Horror
3682,110671,Nina Takes a Lover (1994),Comedy|Romance
584,110632,Natural Born Killers (1994),Action|Crime|Thriller
585,110737,Only You (1994),Comedy|Romance
468,110729,Once Were Warriors (1994),Crime|Drama
586,114151,Poison Ivy II (1996),Drama|Thriller
587,114069,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
588,110413,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
6160,114113,"Perez Family, The (1995)",Comedy|Romance
1405,114210,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
16,110912,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
6308,105652,Pushing Hands (Tui shou) (1992),Drama
3683,110889,Priest (1994),Drama
469,110932,Quiz Show (1994),Drama
9352,114129,Picture Bride (Bijo photo) (1994),Drama|Romance
589,110963,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
590,114214,"Quick and the Dead, The (1995)",Action|Thriller|Western
591,114296,Roommates (1995),Comedy|Drama
1004,110907,Ready to Wear (Pret-A-Porter) (1994),Comedy
2507,111495,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
2433,108394,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
2434,111507,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
592,114268,Rent-a-Kid (1995),Comedy
9414,110965,Relative Fear (1994),Horror|Thriller
593,114571,Stuart Saves His Family (1995),Comedy
594,111333,"Swan Princess, The (1994)",Animation|Children
595,111112,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
596,111255,"Specialist, The (1994)",Action|Drama|Thriller
17,111282,Stargate (1994),Action|Adventure|Sci-Fi
597,111070,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
232,111161,"Shawshank Redemption, The (1994)",Crime|Drama
308,111149,Shallow Grave (1994),Comedy|Drama|Thriller
9353,108260,Suture (1993),Film-Noir|Thriller
3684,106966,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
2435,114594,Swimming with Sharks (1995),Comedy|Drama
3685,111309,"Sum of Us, The (1994)",Comedy|Drama
1406,113936,National Lampoon's Senior Trip (1995),Comedy
3686,110081,To Live (Huozhe) (1994),Drama
598,114614,Tank Girl (1995),Action|Comedy|Sci-Fi
1407,114608,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
599,111280,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
600,114609,Tales from the Hood (1995),Action|Crime|Horror
3687,111454,Tom & Viv (1994),Drama
601,114852,Village of the Damned (1995),Horror|Sci-Fi
18,114694,Tommy Boy (1995),Comedy
2071,111590,Vanya on 42nd Street (1994),Drama
7089,114788,Underneath (1995),Mystery|Thriller
602,114888,"Walking Dead, The (1995)",Drama|War
603,108550,What's Eating Gilbert Grape (1993),Drama
1408,114857,Virtuosity (1995),Action|Sci-Fi|Thriller
604,114924,While You Were Sleeping (1995),Comedy|Romance
605,111667,"War, The (1994)",Adventure|Drama|War
6447,109655,Double Happiness (1994),Drama
309,110598,Muriel's Wedding (1994),Comedy
606,112435,"Baby-Sitters Club, The (1995)",Children
470,109040,Ace Ventura: Pet Detective (1994),Comedy
310,109045,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
4485,106339,Backbeat (1993),Drama|Musical
607,104779,Bitter Moon (1992),Drama|Film-Noir|Romance
311,109348,Bullets Over Broadway (1994),Comedy
19,109444,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
608,109446,"Client, The (1994)",Drama|Mystery|Thriller
312,109484,"Corrina, Corrina (1994)",Comedy|Drama|Romance
609,109504,Crooklyn (1994),Comedy|Drama
610,109506,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
611,109450,Cobb (1994),Drama
612,109813,"Flintstones, The (1994)",Children|Comedy|Fantasy
20,109830,Forrest Gump (1994),Comedy|Drama|Romance|War
313,109831,Four Weddings and a Funeral (1994),Comedy|Romance
613,113305,Higher Learning (1995),Drama
614,110091,I Like It Like That (1994),Comedy|Drama|Romance
615,110093,I Love Trouble (1994),Action|Comedy
616,110167,It Could Happen to You (1994),Comedy|Drama|Romance
21,110213,"Jungle Book, The (1994)",Adventure|Children|Romance
7248,107472,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
471,110357,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
3167,107426,Little Buddha (1993),Drama
617,111686,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
22,110475,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
314,110478,Maverick (1994),Adventure|Comedy|Western
3688,110588,Mrs. Parker and the Vicious Circle (1994),Drama
618,110622,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
619,110771,"Paper, The (1994)",Comedy|Drama
1409,110950,Reality Bites (1994),Comedy|Drama|Romance
4892,105226,Red Rock West (1992),Thriller
620,110989,Richie Rich (1994),Children|Comedy
972,110997,"River Wild, The (1994)",Action|Thriller
621,111257,Speed (1994),Action|Romance|Thriller
622,111256,Speechless (1994),Comedy|Romance
1410,111438,Timecop (1994),Action|Sci-Fi|Thriller
472,111503,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
623,111693,When a Man Loves a Woman (1994),Drama|Romance
624,111742,Wolf (1994),Drama|Horror|Romance|Thriller
625,111756,Wyatt Earp (1994),Western
4052,112443,Bad Company (1995),Action|Crime|Drama
2436,110455,"Man of No Importance, A (1994)",Drama
7422,111048,S.F.W. (1994),Drama
2892,110399,"Low Down Dirty Shame, A (1994)",Action|Comedy
6166,112570,Boys Life (1995),Drama
7412,109454,"Colonel Chabert, Le (1994)",Drama|Romance|War
4839,59170,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
2710,110186,Jason's Lyric (1994),Crime|Drama
4860,111301,Street Fighter (1994),Action|Adventure|Fantasy
626,110027,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
3689,109785,Federal Hill (1994),Drama
1411,113409,In the Mouth of Madness (1995),Horror|Thriller
2546,109021,8 Seconds (1994),Drama
6588,109035,Above the Rim (1994),Crime|Drama
473,106220,Addams Family Values (1993),Children|Comedy|Fantasy
627,106226,"Age of Innocence, The (1993)",Drama
2547,109068,Airheads (1994),Comedy
1412,109067,"Air Up There, The (1994)",Comedy
628,106292,Another Stakeout (1993),Comedy|Thriller
629,109198,Bad Girls (1994),Western
315,109219,Barcelona (1994),Comedy|Romance
2548,106379,Being Human (1993),Drama
630,106400,"Beverly Hillbillies, The (1993)",Comedy
1413,109254,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
2140,109279,Black Beauty (1994),Adventure|Children|Drama
1414,109297,Blink (1994),Thriller
23,109303,Blown Away (1994),Action|Thriller
2549,109305,Blue Chips (1994),Drama
5047,109306,Blue Sky (1994),Drama|Romance
631,106452,Body Snatchers (1993),Horror|Sci-Fi|Thriller
1415,106471,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
2166,106489,"Bronx Tale, A (1993)",Drama
5693,109361,Cabin Boy (1994),Comedy
8888,106505,Calendar Girl (1993),Comedy|Drama
1155,106519,Carlito's Way (1993),Crime|Drama
632,109439,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
2550,109443,Clean Slate (1994),Comedy
633,106582,Cliffhanger (1993),Action|Adventure|Thriller
634,106598,Coneheads (1993),Comedy|Sci-Fi
2551,109456,Color of Night (1994),Drama|Thriller
635,109480,Cops and Robbersons (1994),Comedy
5694,109493,"Cowboy Way, The (1994)",Action|Comedy|Drama
636,106673,Dave (1993),Comedy|Romance
24,106677,Dazed and Confused (1993),Comedy
1156,106697,Demolition Man (1993),Action|Adventure|Sci-Fi
5695,106834,Even Cowgirls Get the Blues (1993),Comedy|Romance
637,106873,Fatal Instinct (1993),Comedy
2437,106332,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
1024,106881,Fearless (1993),Drama
8587,106880,Fear of a Black Hat (1994),Comedy
316,111732,With Honors (1994),Comedy|Drama
8146,106926,Flesh and Bone (1993),Drama|Mystery|Romance
2438,111712,Widows' Peak (1994),Drama
5288,106941,For Love or Money (1993),Comedy|Romance
638,106918,"Firm, The (1993)",Drama|Thriller
639,106965,Free Willy (1993),Adventure|Children|Drama
2167,109842,Fresh (1994),Crime|Drama|Thriller
25,106977,"Fugitive, The (1993)",Thriller
640,107004,Geronimo: An American Legend (1993),Drama|Western
2552,109890,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
641,109891,Getting Even with Dad (1994),Comedy
5597,109913,Go Fish (1994),Drama|Romance
4053,107076,Hard Target (1993),Action|Adventure|Crime|Thriller
642,107144,Hot Shots! Part Deux (1993),Action|Comedy|War
8580,113674,Live Nude Girls (1995),Comedy
643,112966,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
644,107151,"House of the Spirits, The (1993)",Drama|Romance
6483,110064,House Party 3 (1994),Comedy
2425,110074,"Hudsucker Proxy, The (1994)",Comedy
645,110097,I'll Do Anything (1994),Comedy|Drama
3001,110123,In the Army Now (1994),Comedy|War
474,107206,In the Line of Fire (1993),Action|Thriller
317,107207,In the Name of the Father (1993),Drama
6173,110137,"Inkwell, The (1994)",Comedy|Drama
646,108551,What's Love Got to Do with It? (1993),Drama|Musical
8990,110197,Jimmy Hollywood (1994),Comedy|Crime|Drama
2893,107286,Judgment Night (1993),Action|Crime|Thriller
26,107290,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
2168,107302,Kalifornia (1993),Drama|Thriller
2894,110265,Killing Zoe (1994),Crime|Drama|Thriller
2653,110305,Lassie (1994),Adventure|Children
647,107362,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
1416,107413,Life with Mikey (1993),Comedy
4694,110353,Lightning Jack (1994),Comedy|Western
8153,107468,M. Butterfly (1993),Drama|Romance
648,107478,Made in America (1993),Comedy
649,107497,Malice (1993),Thriller
650,107501,"Man Without a Face, The (1993)",Drama
318,107507,Manhattan Murder Mystery (1993),Comedy|Mystery
651,107554,Menace II Society (1993),Action|Crime|Drama
652,116253,Executive Decision (1996),Action|Adventure|Thriller
9354,74102,In the Realm of the Senses (Ai no corrida) (1976),Drama
5557,111689,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
653,107616,Much Ado About Nothing (1993),Comedy|Romance
6484,107613,Mr. Wonderful (1993),Comedy|Romance
27,107614,Mrs. Doubtfire (1993),Comedy|Drama
4742,107653,Naked (1993),Drama
654,110657,"Next Karate Kid, The (1994)",Action|Children|Romance
5696,110678,No Escape (1994),Action|Drama|Sci-Fi
655,110687,North (1994),Comedy
9355,107756,Orlando (1992),Drama|Fantasy|Romance
2169,107808,"Perfect World, A (1993)",Crime|Drama|Thriller
656,107818,Philadelphia (1993),Drama
319,107822,"Piano, The (1993)",Drama|Romance
657,107840,Poetic Justice (1993),Drama
973,107889,"Program, The (1993)",Action|Drama
1417,111003,"Puppet Masters, The (1994)",Horror|Sci-Fi
1418,110939,Radioland Murders (1994),Comedy|Mystery|Romance
2508,110955,"Ref, The (1994)",Comedy
475,107943,"Remains of the Day, The (1993)",Drama|Romance
658,110971,Renaissance Man (1994),Comedy|Drama
5697,107969,Rising Sun (1993),Action|Drama|Mystery
3002,111001,"Road to Wellville, The (1994)",Comedy
2654,107978,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
659,107977,Robin Hood: Men in Tights (1993),Comedy
6989,107983,Romeo Is Bleeding (1993),Crime|Thriller
2895,105275,Romper Stomper (1992),Action|Drama
3218,108000,Ruby in Paradise (1993),Drama
660,108002,Rudy (1993),Drama
9356,105032,"Savage Nights (Nuits fauves, Les) (1992)",Drama
28,108052,Schindler's List (1993),Drama|War
4486,111094,"Scout, The (1994)",Comedy|Drama
974,108065,Searching for Bobby Fischer (1993),Drama
476,108071,"Secret Garden, The (1993)",Children|Drama
661,111127,Serial Mom (1994),Comedy|Crime|Horror
4054,111143,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
477,108101,Shadowlands (1993),Drama|Romance
3219,108122,Short Cuts (1993),Drama
662,111194,"Simple Twist of Fate, A (1994)",Drama
663,111201,Sirens (1994),Drama
320,108149,Six Degrees of Separation (1993),Drama
321,108160,Sleepless in Seattle (1993),Comedy|Drama|Romance
664,108162,Sliver (1993),Thriller
1094,83658,Blade Runner (1982),Action|Sci-Fi|Thriller
665,108186,Son in Law (1993),Comedy|Drama|Romance
29,108174,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
2486,108238,Striking Distance (1993),Action|Crime
666,108255,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
6015,111323,Surviving the Game (1994),Action|Adventure|Thriller
667,111400,Terminal Velocity (1994),Action|Mystery|Thriller
7413,108328,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
2553,111418,Threesome (1994),Comedy|Romance
1419,107688,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
30,108333,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
31,108358,Tombstone (1993),Action|Drama|Western
1157,108399,True Romance (1993),Crime|Thriller
6309,108515,"War Room, The (1993)",Documentary
1420,110763,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
2439,114906,Welcome to the Dollhouse (1995),Comedy|Drama
9428,107002,Germinal (1993),Drama|Romance
5698,109403,Chasers (1994),Comedy
4840,107315,Kika (1993),Comedy|Drama
7710,106408,Bhaji on the Beach (1993),Comedy|Drama
668,110363,Little Big League (1994),Comedy|Drama
9429,107225,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
5598,111252,Spanking the Monkey (1994),Comedy|Drama
669,110366,"Little Rascals, The (1994)",Children|Comedy
5993,109120,Andre (1994),Adventure|Children|Drama
9430,108059,"Escort, The (Scorta, La) (1993)",Crime|Thriller
2440,110892,Princess Caraboo (1994),Drama
4039,112651,"Celluloid Closet, The (1995)",Documentary
9431,109382,Dear Diary (Caro Diario) (1994),Comedy|Drama
